Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId
Es una inocentada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera una vacilada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es un pitorreo	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es una bufonada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es una gracia	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era un chiste	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una tontería	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una mofa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una bufonada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era gracioso	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es una vacilada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido una vacilada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido una broma	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido gracioso	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido cómico	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido divertido	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido una guasa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido un vacile	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es gracioso	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido una inocentada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es una broma	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido un pitorreo	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido una ganasada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido una gracia	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es un chiste	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es una tontería	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Es una mofa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una guasa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Ha sido una trastada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera una mofa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era cómico	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una inocentada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una vacilada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser un pitorreo	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una ganasada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una gracia	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser un vacile	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera una tontería	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una guasa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera una bufonada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera una broma	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera gracioso	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera cómico	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera divertido	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera una guasa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera un vacile	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía que fuera un chiste	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser un chiste	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Estoy súper vacilón hoy	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era un vacile	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una trastada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una inocentada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una vacilada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era un pitorreo	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una trastada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una gracia	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era divertido	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una tontería	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una mofa	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una bufonada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser una broma	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser gracioso	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser cómico	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Pretendía ser divertido	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
Era una ganasada	Es bueno saberlo.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	106
No le caigo bien a nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
¿Por qué caigo tan mal a todo el mundo?	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
¿Por qué caigo mal a todo el mundo?	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
¿Por qué caigo tan mal?	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Suelo caer mal	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Le caigo mal a todo el mundo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Caigo mal a todo el mundo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento tan sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No suelo caer bien	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy un chico solitario	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No caigo bien a nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No caigo bien	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento tan abandonada	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento tan abandonado	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento tan aislada	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento an aislado	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Quiero llorar	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Caigo mal	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy sola en el mundo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Creo que voy a morir solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Pienso que voy a morir sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Moriré sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Moriré solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Voy a morir sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Voy a morir solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy un niño solitario	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy solo para siempre	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy una niña solitaria	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy solo en el mundo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy una chavala solitaria	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy  un chaval solitario	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy una mujer solitaria	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy un hombre solitario	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy una chica solitaria	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento tremendamente sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy sola para siempre	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Todo el mundo me odia	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo ninguna buena amiga	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo buenas amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo ningún amigo bueno	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo buenos amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
El mundo entero me odia	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Toda la gente me odia	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento tan solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me odian	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo ni un solo amigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Creo que estoy solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Creo que estoy sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Todos me odian	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento solitaria	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento tremendamente solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento muy sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento muy solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy aislada	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy aislado	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento aislada	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento aislado	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo ni un amigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No sé cómo hacer amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo ni una amiga	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento solitario	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me faltan amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Carezco de amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me faltan amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Carezco de amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo ni una sola amiga	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Siento ganas de llorar	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No sé cómo hacer amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Qué difícil es hacer amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie se acuerda de mí	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie piensa en mí	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Los chicos no quieren salir conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Las chicas no quieren salir conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Las niñas no quieren jugar conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Los niños no quieren jugar conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
¿Por qué no tengo amigas?	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me cuesta hacer amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo a nadie con quién hablar	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Qué difícil es hacer amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Dime porqué no tengo amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Dime porqué no tengo amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me he quedado sin amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me he quedado sin amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
¿Por qué me he quedado sin amigas?	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Tengo ganas de llorar	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me cuesta hacer amigos nuevos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Ojalá encontrara un amigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No sé hacer amigas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No sé hacer amigos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
A nadie le gusto	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy triste	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Creo que voy a morir sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento más sola que la una	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy más sola que la una	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie se preocupa por mí	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy más solo que la una	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo a nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Ojalá encontrara una amiga	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Ojalá alguien quisiera ser mi amigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Ojalá alguien quisiera ser mi amiga	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No puedo confiar en nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No puedo hablar con nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No tengo a nadie en quién confiar	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
¿Por qué no tengo amigos?	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me siento más solo que la una	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy tristísimo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
A nadie le importo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere pasar tiempo conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere jugar conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere salir conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere estar conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
A nadie le importo un pepino	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
¿Por qué me he quedado sin amigos?	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No le importa nada a nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere estar cerca de mí	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy tristísima	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy cansado de estar solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy cansada de estar sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy súper triste	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy triste y solo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Estoy triste y sola	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Creo que voy a llorar	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No le importo un pimiento a nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere hablar conmigo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie me ve	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No me ven	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
La gente no me ve	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy invisible para todas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy invisible para todos	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Soy invisible para todo el mundo	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere dirigirme la palabra	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No hay nadie a quien le importe	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie quiere hablarme	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
No le gusto a nadie	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
A nadie le gusta hablarme	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie me quiere hablar	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie me habla	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
A la gente no le caigo bien	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
A la gente no le gusto	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
La gente no quiere estar cerca de mí	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Me cuesta hacer amigas nuevas	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Nadie me dirige la palabra	Te mando un gran abrazo virtual.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	107
Adoro la ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro barrer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro mi trabajo	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ir al a playa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro coser	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro comer	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro maquillarme	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro sonreír	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro comprarme ropa	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro entrenar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro el arte	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro ir de museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro visitar museos	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
Adoro cocinar	Me encanta que te  encante.	qna_chitchat_Friendly.tsv	editorial:chitchat	[]	false	[]	108
